epoch,site,ssim_mean,ssim_std,psnr_mean,psnr_std,mae_mean,mae_std,cnr_preservation_mean,n_samples
150,VGH_Site4_GE,,,6.84009322390459,1.8196985821081368,0.43112639351954823,0.10007971045661808,0.24293458617158276,100
final,VGH_Site4_GE,,,6.84009322390459,1.8196985821081368,0.43112639351954823,0.10007971045661808,0.24293458617158276,100
